"Region", "Region name", "Province", "City or Municipality name"
"Region 12", "Soccsksargen", "South Cotabato", "Norala"
"Region 12", "Soccsksargen", "South Cotabato", "Polomolok"
"Region 12", "Soccsksargen", "South Cotabato", "Santo Nino"
"Region 12", "Soccsksargen", "South Cotabato", "Surallah"
"Region 12", "Soccsksargen", "South Cotabato", "T'Boli"
"Region 12", "Soccsksargen", "South Cotabato", "Tampakan"
"Region 12", "Soccsksargen", "South Cotabato", "Tantangan"
"Region 12", "Soccsksargen", "South Cotabato", "Tupi"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Bagumbayan"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Columbio"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Esperanza"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Isulan"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Kalamansig"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Lambayong"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Lebak"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Lutayan"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Palimbang"
"Region 12", "Soccsksargen", "Sultan Kudarat", "President Quirino"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Senator Ninoy Aquino"
"Region 12", "Soccsksargen", "Sultan Kudarat", "Tacurong city"
"Region 13", "Caraga", "Agusan del Norte", "Buenavista"
"Region 13", "Caraga", "Agusan del Norte", "Butuan city"
"Region 13", "Caraga", "Agusan del Norte", "Cabadbaran"
"Region 13", "Caraga", "Agusan del Norte", "Carmen"
"Region 13", "Caraga", "Agusan del Norte", "Jabonga"
"Region 13", "Caraga", "Agusan del Norte", "Kitcharao"
"Region 13", "Caraga", "Agusan del Norte", "Las Nieves"
"Region 13", "Caraga", "Agusan del Norte", "Magallanes"
"Region 13", "Caraga", "Agusan del Norte", "Nasipit"
"Region 13", "Caraga", "Agusan del Norte", "Remedios T. Romualdez"
"Region 13", "Caraga", "Agusan del Norte", "Santiago"
"Region 13", "Caraga", "Agusan del Norte", "Tubay"
"Region 13", "Caraga", "Agusan del Sur", "Bayugan city"
"Region 13", "Caraga", "Agusan del Sur", "Bunawan"
"Region 13", "Caraga", "Agusan del Sur", "Esperanza"
"Region 13", "Caraga", "Agusan del Sur", "La Paz"
"Region 13", "Caraga", "Agusan del Sur", "Loreto"
"Region 13", "Caraga", "Agusan del Sur", "Prosperidad"
"Region 13", "Caraga", "Agusan del Sur", "Rosario"
"Region 13", "Caraga", "Agusan del Sur", "San Francisco"
"Region 13", "Caraga", "Agusan del Sur", "San Luis"
"Region 13", "Caraga", "Agusan del Sur", "Santa Josefa"
"Region 13", "Caraga", "Agusan del Sur", "Sibagat"
"Region 13", "Caraga", "Agusan del Sur", "Talacogon"
"Region 13", "Caraga", "Agusan del Sur", "Trento"
"Region 13", "Caraga", "Agusan del Sur", "Veruela"
"Region 13", "Caraga", "Dinagat Islands", "Basilisa"
"Region 13", "Caraga", "Dinagat Islands", "Cagdianao"
"Region 13", "Caraga", "Dinagat Islands", "Dinagat"
"Region 13", "Caraga", "Dinagat Islands", "Libjo"
"Region 13", "Caraga", "Dinagat Islands", "Loreto"
"Region 13", "Caraga", "Dinagat Islands", "San Jose"
"Region 13", "Caraga", "Dinagat Islands", "Tubajon"
"Region 13", "Caraga", "Surigao del Norte", "Alegria"
"Region 13", "Caraga", "Surigao del Norte", "Bacuag"
"Region 13", "Caraga", "Surigao del Norte", "Burgos"
"Region 13", "Caraga", "Surigao del Norte", "Claver"
"Region 13", "Caraga", "Surigao del Norte", "Dapa"
"Region 13", "Caraga", "Surigao del Norte", "Del Carmen"
"Region 13", "Caraga", "Surigao del Norte", "General Luna"
"Region 13", "Caraga", "Surigao del Norte", "Gigaquit"
"Region 13", "Caraga", "Surigao del Norte", "Mainit"
"Region 13", "Caraga", "Surigao del Norte", "Malimono"
"Region 13", "Caraga", "Surigao del Norte", "Pilar"
"Region 13", "Caraga", "Surigao del Norte", "Placer"
"Region 13", "Caraga", "Surigao del Norte", "San Benito"
"Region 13", "Caraga", "Surigao del Norte", "San Francisco"
"Region 13", "Caraga", "Surigao del Norte", "San Isidro"
"Region 13", "Caraga", "Surigao del Norte", "Santa Monica"
"Region 13", "Caraga", "Surigao del Norte", "Sison"
"Region 13", "Caraga", "Surigao del Norte", "Socorro"
"Region 13", "Caraga", "Surigao del Norte", "Surigao city"
"Region 13", "Caraga", "Surigao del Norte", "Tagana-an"
"Region 13", "Caraga", "Surigao del Norte", "Tubod"
"Region 13", "Caraga", "Surigao del Sur", "Barobo"
"Region 13", "Caraga", "Surigao del Sur", "Bayabas"
"Region 13", "Caraga", "Surigao del Sur", "Bisig"
"Region 13", "Caraga", "Surigao del Sur", "Cagwait"
"Region 13", "Caraga", "Surigao del Sur", "Cantilan"
"Region 13", "Caraga", "Surigao del Sur", "Carmen"
"Region 13", "Caraga", "Surigao del Sur", "Carrascal"
"Region 13", "Caraga", "Surigao del Sur", "Cortes"
"Region 13", "Caraga", "Surigao del Sur", "Hinatuan"
"Region 13", "Caraga", "Surigao del Sur", "Lanuza"
"Region 13", "Caraga", "Surigao del Sur", "Lianga"
"Region 13", "Caraga", "Surigao del Sur", "Lingig"
"Region 13", "Caraga", "Surigao del Sur", "Madrid"
"Region 13", "Caraga", "Surigao del Sur", "Marihatag"
"Region 13", "Caraga", "Surigao del Sur", "San Agustin"
"Region 13", "Caraga", "Surigao del Sur", "San Miguel"
"Region 13", "Caraga", "Surigao del Sur", "Tagbina"
"Region 13", "Caraga", "Surigao del Sur", "Tago"
"Region 13", "Caraga", "Surigao del Sur", "Tandag city"
"Region 18", "Negros Island Region", "Negros Occidental", "Bacolod city"
"Region 18", "Negros Island Region", "Negros Occidental", "Bago city"
"Region 18", "Negros Island Region", "Negros Occidental", "Binalbagan"
"Region 18", "Negros Island Region", "Negros Occidental", "Cadiz city"
"Region 18", "Negros Island Region", "Negros Occidental", "Calatrava"
"Region 18", "Negros Island Region", "Negros Occidental", "Candoni"
"Region 18", "Negros Island Region", "Negros Occidental", "Cauayan"
"Region 18", "Negros Island Region", "Negros Occidental", "Enrique B. Magalona"
"Region 18", "Negros Island Region", "Negros Occidental", "Escalante city"
"Region 18", "Negros Island Region", "Negros Occidental", "Himamaylan city"
"Region 18", "Negros Island Region", "Negros Occidental", "Hinigaran"
"Region 18", "Negros Island Region", "Negros Occidental", "Hinoba-an"
"Region 18", "Negros Island Region", "Negros Occidental", "Ilog"
"Region 18", "Negros Island Region", "Negros Occidental", "Isabela"
"Region 18", "Negros Island Region", "Negros Occidental", "Kabankalan city"
"Region 18", "Negros Island Region", "Negros Occidental", "La Carlota city"
"Region 18", "Negros Island Region", "Negros Occidental", "La Castellana"
"Region 18", "Negros Island Region", "Negros Occidental", "Manapla"
"Region 18", "Negros Island Region", "Negros Occidental", "Moises Padilla"
"Region 18", "Negros Island Region", "Negros Occidental", "Murcia"
"Region 18", "Negros Island Region", "Negros Occidental", "Pontevedra"
"Region 18", "Negros Island Region", "Negros Occidental", "Pulupandan"
"Region 18", "Negros Island Region", "Negros Occidental", "Sagay city"
"Region 18", "Negros Island Region", "Negros Occidental", "Salvador Benedicto"
"Region 18", "Negros Island Region", "Negros Occidental", "San Carlos city"
"Region 18", "Negros Island Region", "Negros Occidental", "San Enrique"
"Region 18", "Negros Island Region", "Negros Occidental", "Silay city"
"Region 18", "Negros Island Region", "Negros Occidental", "Sipalay city"
"Region 18", "Negros Island Region", "Negros Occidental", "Talisay city"
"Region 18", "Negros Island Region", "Negros Occidental", "Toboso"
"Region 18", "Negros Island Region", "Negros Occidental", "Valladolid"
"Region 18", "Negros Island Region", "Negros Occidental", "Victorias city"
"Region 18", "Negros Island Region", "Negros Oriental", "Amlan"
"Region 18", "Negros Island Region", "Negros Oriental", "Ayungon"
"Region 18", "Negros Island Region", "Negros Oriental", "Bacong"
"Region 18", "Negros Island Region", "Negros Oriental", "Bais city"
"Region 18", "Negros Island Region", "Negros Oriental", "Basay"
"Region 18", "Negros Island Region", "Negros Oriental", "Bayawan city"
"Region 18", "Negros Island Region", "Negros Oriental", "Bindoy"
"Region 18", "Negros Island Region", "Negros Oriental", "Basay"
"Region 18", "Negros Island Region", "Negros Oriental", "Bayawan city"
"Region 18", "Negros Island Region", "Negros Oriental", "Bindoy"
"Region 18", "Negros Island Region", "Negros Oriental", "Canlaon city"
"Region 18", "Negros Island Region", "Negros Oriental", "Dauin"
"Region 18", "Negros Island Region", "Negros Oriental", "Dumaguete city"
"Region 18", "Negros Island Region", "Negros Oriental", "Guihulngan city"
"Region 18", "Negros Island Region", "Negros Oriental", "Jimalalud"
"Region 18", "Negros Island Region", "Negros Oriental", "La Libertad"
"Region 18", "Negros Island Region", "Negros Oriental", "Mabinay"
"Region 18", "Negros Island Region", "Negros Oriental", "Manjuyod"
"Region 18", "Negros Island Region", "Negros Oriental", "Pamplona"
"Region 18", "Negros Island Region", "Negros Oriental", "San Jose"
"Region 18", "Negros Island Region", "Negros Oriental", "Santa Catalina"
"Region 18", "Negros Island Region", "Negros Oriental", "Siaton"
"Region 18", "Negros Island Region", "Negros Oriental", "Sibulan"
"Region 18", "Negros Island Region", "Negros Oriental", "Tanjay city"
"Region 18", "Negros Island Region", "Negros Oriental", "Tayasan"
"Region 18", "Negros Island Region", "Negros Oriental", "Valencia"
"Region 18", "Negros Island Region", "Negros Oriental", "Vallehermoso"
"Region 18", "Negros Island Region", "Negros Oriental", "Zamboanguita"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Akbar"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Al-Barka"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Hadji Mohammad Ajul"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Hadji Muhtamad"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Isabela city"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Lamitan city"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Lantawan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Maluso"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Sumisip"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Tabuan-Lasa"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Tipo-tipo"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Tuburan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Basilan", "Ungkaya Pukan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Amai Manabilang"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Bacolod-Kalawi"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Balabagan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Balindong"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Bayang"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Binidayan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Buadiposo-Buntong"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Bubong"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Butig"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Calanogas"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Ditsaan-Ramain"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Ganassi"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Kapai"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Kapatagan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Lumba-Bayabao"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Lumbaca-Unayan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Lumbatan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Lumbayanague"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Madalum"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Madamba"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Maguing"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Malabang"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Marantao"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Marawi city"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Marogong"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Masiu"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Mulondo"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Pagayawan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Piagapo"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Picong"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Poona Bayabao"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Pualas"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Saguiaran"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Sultan Dumalondong"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Tagoloan II"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Tamparan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Taraka"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Tubaran"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Tugaya"
"ARMM", "Autonomous Region in Muslim Mindanao", "Lanao del Sur", "Wao"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Ampatuan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Barira"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Buldon"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Buluan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Abdullah Sangki"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Anggal Midtimbang"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Blah T. Sinsuat"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Hoffer Ampatuan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Montawal"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Odin Sinsuat"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Paglas"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Piang"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Salibo"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Saudi-Ampatuan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Datu Unsay"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "General Salipada K. Pendatun"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Guindulungan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Kabuntalan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Mamasapano"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Mangungudadatu"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Matanog"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Northern Kabuntalan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Pagalungan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Paglat"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Pandag"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Parang"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Rajah Buayan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Shariff Aguak"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Shariff Saydona Mustapha"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "South Upi"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Sultan Kudarat"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Sultan Mastura"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Sultan sa Barongis"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Sultan Sumagka"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Talayan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Maguindanao", "Upi"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Banguingui"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Hadji Panglima Tahil"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Indanan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Jolo"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Kalingalan Caluang"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Lugus"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Luuk"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Maimbung"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Old Panamao"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Omar"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Pandami"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Panglima Estino"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Pangutaran"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Parang"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Pata"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Patikul"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Siasi"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Talipao"
"ARMM", "Autonomous Region in Muslim Mindanao", "Sulu", "Tapul"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Bongao"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Languyan"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Mapun"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Panglima Sugala"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Sapa-Sapa"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Sibutu"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Simunul"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Sitangkai"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "South Ubian"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Tandubas"
"ARMM", "Autonomous Region in Muslim Mindanao", "Tawi-tawi", "Turtle Islands"
